busy_spin,hepnos_num_event_databases,hepnos_num_product_databases,hepnos_num_providers,hepnos_num_rpc_threads,hepnos_pes_per_node,hepnos_pool_type,hepnos_progress_thread,loader_async,loader_async_threads,loader_batch_size,loader_pes_per_node,loader_progress_thread,pep_ibatch_size,pep_no_preloading,pep_no_rdma,pep_num_threads,pep_obatch_size,pep_pes_per_node,pep_progress_thread,job_id,objective,timestamp_submit,timestamp_gather,timestamp_start,timestamp_end,dequed
False,8,4,3,15,2,fifo_wait,True,False,10,832,16,False,1024,False,False,2,1023,32,True,1,-2.69858838896078,17.311593294143677,88.56282806396484,17.36569595336914,88.5601007938385,"679,800,801,802,803,804,805,806"
False,9,3,14,58,4,fifo_wait,True,False,9,1164,16,True,1023,False,False,3,1024,32,True,4,-2.7539335468414814,17.311715126037598,88.97813081741333,17.377444744110107,88.96900248527527,"1150,1151,1152,1153,1154,1155,1156,1157"
False,6,4,13,34,4,fifo_wait,True,False,11,431,16,False,1023,False,False,3,1024,32,True,2,-2.7922301144356854,17.3116512298584,89.61683750152588,17.37603759765625,89.61550688743591,"807,808,809,925,926,927,928,929"
False,7,2,24,60,4,fifo_wait,True,False,25,1213,16,True,1023,False,False,2,1024,32,True,8,-2.7046156488346575,17.31183648109436,90.57765650749207,18.853331565856934,90.57640027999878,"1588,1589,1600,1601,1602,1603,1604,1605"
False,2,8,28,61,4,fifo_wait,True,False,10,1712,16,True,1024,False,True,3,1023,32,True,6,-2.754189489875852,17.311776161193848,91.53782796859741,18.727089643478394,91.53633379936218,"1534,1556,1557,1570,1571,1572,1573,1574"
False,8,3,19,39,4,fifo_wait,True,False,12,1369,16,True,1024,False,True,2,1024,32,True,5,-2.7565496607945885,17.311745405197144,91.94629645347595,18.736793518066406,91.74000096321106,"1158,1159,1225,1277,1286,1370,1371,1532"
False,9,6,12,49,4,fifo_wait,True,False,7,687,16,True,1024,False,False,5,1024,32,True,3,-2.8514906367806545,17.311683893203735,92.36483526229858,17.378042697906494,92.03610420227051,"1000,1002,1004,1005,1006,1007,1008,1009"
False,6,2,2,57,4,fifo_wait,True,False,12,924,16,True,1023,False,False,2,1024,32,True,7,-2.7594428865196994,17.311805963516235,92.36488437652588,18.779332876205444,91.99311542510986,"1575,1576,1577,1580,1581,1582,1583,1586"
False,14,3,4,18,2,fifo_wait,True,False,11,930,16,False,1024,False,True,3,1023,32,True,10,-2.71673960770428,17.3118953704834,92.84981727600098,20.08673405647278,92.36621356010437,"1774,1775,1776,1777,1778,1779,1810,1811"
False,1,3,27,44,4,fifo_wait,True,False,21,1145,16,False,1023,False,False,4,1023,32,True,9,-2.711151793708746,17.31186580657959,93.54103517532349,20.088425874710083,93.5397367477417,"1606,1607,1608,1609,1770,1771,1772,1773"
