,objective,timestamp_end
0,-4.873518567829834,133.0964047908783
1,-3.509795665497463,166.71135449409485
2,-3.713283240830908,209.07057166099548
3,-4.362477563405376,287.66189455986023
4,-4.295968824754549,361.19576478004456
5,-4.332552967900931,437.47154092788696
6,-4.33950954679147,514.27481341362
7,-4.4337883910162095,598.6666281223297
8,-4.675203147657737,706.0787794589996
9,-4.5160600612322686,797.7049283981323
10,-4.481271168294231,891.2454900741577
11,-4.611635017090196,996.3922848701476
12,-3.9032273251959744,1050.3155901432035
13,-4.471822388891704,1142.220904588699
14,-4.6546766792011285,1251.8556735515594
15,-4.207440527443233,1323.6765325069427
16,-3.338239335610933,1356.2141315937042
17,-5.013028255869919,1510.91348862648
18,-4.910037302674938,1651.2880883216858
19,-4.7035829243197975,1766.6845560073853
20,-4.449809874687081,1856.930888414383
21,-5.450495817356555,2094.339233160019
22,-5.262619494660627,2292.139914751053
23,-3.614054565157471,2334.091166496277
24,-4.397767405761673,2421.455609560013
25,-4.495930194271667,2516.070966243744
26,-4.693778188097529,2630.7707064151764
27,-3.828434749558361,2681.3042266368866
28,-4.695711340685709,2795.3347313404083
29,-5.427635577017325,3027.958175420761
30,-3.954575239201871,3084.7576467990875
31,-4.545026924938055,3184.019419908524
32,-5.522408523058434,3438.92136669159
33,-3.948424170333688,3496.2001061439514
34,-4.306416203900994,3575.1055266857147
